filename,fold,target,category,esc10,src_file,take,duration_sec
5-208030-A-0.wav,5,0,dog,True,208030,A,5
5-212054-A-36.wav,5,36,vacuum_cleaner,False,212054,A,5
5-212059-A-36.wav,5,36,vacuum_cleaner,False,212059,A,5
5-212454-A-0.wav,5,0,dog,True,212454,A,5
5-213855-A-0.wav,5,0,dog,True,213855,A,5
5-214759-A-5.wav,5,5,cat,False,214759,A,5
5-214759-B-5.wav,5,5,cat,False,214759,B,5
5-217158-A-0.wav,5,0,dog,True,217158,A,5
5-231551-A-36.wav,5,36,vacuum_cleaner,False,231551,A,5
5-231762-A-0.wav,5,0,dog,True,231762,A,5
5-242492-A-3.wav,5,3,cow,False,242492,A,5
5-253085-A-3.wav,5,3,cow,False,253085,A,5
5-253085-B-3.wav,5,3,cow,False,253085,B,5
5-256452-A-5.wav,5,5,cat,False,256452,A,5
5-259169-A-5.wav,5,5,cat,False,259169,A,5
5-263902-A-36.wav,5,36,vacuum_cleaner,False,263902,A,5
5-9032-A-0.wav,5,0,dog,True,9032,A,5
